user_id,post_id,Article,Author,Categories,Views
63,1053,National Domain Name Rolled Out,Mengheng Seng,Tech,110
63,953,DNA Tests Start on Six Unidentified Bodies from Poipet Casino Blaze,Chan Thul Prak,Business,31
64,1074,Training to Stamp Out Illegal Trafficking of Cultural Heritage Launches,Chan Thul Prak,Arts & Culture,97
64,2532,AI Revolutionizing the CambodiaÂ’s Banking and Finance Sector,staff writers Kiripost,Finance & Banking,4
64,994,From Phnom Penh to Silicon Valley,Tharum Bun,Tech,7068
64,1107,Social Protection Scheme Bolsters NationÂ’s Healthcare,Molika Meas,Health,55
64,1054,Tributes Paid to Long-serving Journalist,Carruthers Marissa,Health,82
64,1023,Warning Issued Over Lethal Contaminated Cough Syrup,Carruthers Marissa,Health,68
64,2572,Initiative Aims to Support Women Access Finance,Sinorn Thang,Finance & Banking,38
64,984,Born to Engineer,Tharum Bun,Education,84
64,1185,Public Campaign Unveiled to Stop Littering Nationwide,Molika Meas,Environment,139
64,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
65,1084,City Slums Aware of Cleanliness but Aggrieved by Poor Sanitation and Floods,Amarthalingam Sangeetha,Environment,77
65,1005,MoH Dishes Out CNY Health Warnings,Molika Meas,Health,32
65,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
65,1418,Exhibition Highlights Art of Drag Queens,Sreypich Mao,Arts & Culture,183
65,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
65,970,CDRI Marks Three Decades of Research to Help Develop the Nation,Carruthers Marissa,Education,47
65,955,Kiripost and BBC Media Action Roll Out Journalism Training Program,staff writers Kiripost,Education,127
65,943,Â‘The Last Breath of the Tonle SapÂ’ at Angkor Photo Festival,Carruthers Marissa,Environment,131
65,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
65,999,Exhibit Urges Rainforest and Wildlife Conservation,Chan Thul Prak,Environment,106
66,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
66,991,"MOU Signing Between UYFC and EZECOM on ""Digital Collaboration""",staff writers Kiripost,Tech,170
66,1256,Ox Cart Races Return to Kampong Speu,staff writers Kiripost,Festival,73
66,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
66,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
66,1447,International Youth Day is Celebrated in Phnom Penh,Hongseng Rov,Festival,117
66,2305,France Marks 70th Anniversary of Cambodia's Independence,Carruthers Marissa,Festival,54
66,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
66,951,Tributes Paid to Â“FearlessÂ” Journalist Nate Thayer,Carruthers Marissa,Health,196
66,2288,Photo Phnom Penh Festival Returns in December,Sokeo Mon,Festival,188
67,1020,Free Vocational Training for 1.5m Students in 2024,Mengheng Seng,Education,81
67,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
67,1138,Rearing CambodiaÂ’s Buffalo Milk Market,Mengheng Seng,Health,363
67,1231,"National Science, Technology and Innovation Day Launched",staff writers Kiripost,Festival,172
67,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
67,1080,"SERC, CSX Review MJQEÂ’s Mainboard IPO Application",Amarthalingam Sangeetha,Education,345
67,1030,$200m GovÂ’t Bond to Set Benchmark,Chan Thul Prak,Economy,30
67,970,CDRI Marks Three Decades of Research to Help Develop the Nation,Carruthers Marissa,Education,47
67,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
67,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
68,995,Talks to Set Legal Age to Buy Alcohol at 18,Carruthers Marissa,Health,234
68,1323,Fashion Show Throws Spotlight on River Pollution,Molika Meas,Arts & Culture,287
68,957,ACLEDA Bank Opens 264th Branch Seven Days a Week,staff writers Kiripost,Business,69
68,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
68,1205,Tackling Access to Water in Cambodia,Carruthers Marissa,Environment,42
68,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
68,951,Tributes Paid to Â“FearlessÂ” Journalist Nate Thayer,Carruthers Marissa,Health,196
68,1181,The Potential Power of Solar in Cambodia,Sreypich Mao,Environment,1046
68,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
68,1786,CambodiaÂ’s Indigenous People Celebrated,Sreypich Mao,Festival,71
69,2572,Initiative Aims to Support Women Access Finance,Sinorn Thang,Finance & Banking,38
69,1000,Dry Season Floods Plague Kandal and Phnom Penh,Raksmey Chhorn,Environment,133
69,1447,International Youth Day is Celebrated in Phnom Penh,Hongseng Rov,Festival,117
69,952,ACLEDA Bank Reports Double Digit Growth In 2022,Chan Thul Prak,Business,325
69,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
69,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
69,1051,Telcotech Signs Deal with Kampus to Expand Data Center Footprint,staff writers Kiripost,Tech,367
69,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
69,1078,Film Buffs Prepare for European Film Festival Cambodia,Carruthers Marissa,Festival,37
69,2758,The Rise of Mixed-Use Developments,Carruthers Marissa,Travel,6
70,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
70,984,Born to Engineer,Tharum Bun,Education,84
70,1080,"SERC, CSX Review MJQEÂ’s Mainboard IPO Application",Amarthalingam Sangeetha,Education,345
70,941,$114m Bridge to be Built Over Mekong River in Kratie,Raksmey Chhorn,Business,38
70,1231,"National Science, Technology and Innovation Day Launched",staff writers Kiripost,Festival,172
70,1074,Training to Stamp Out Illegal Trafficking of Cultural Heritage Launches,Chan Thul Prak,Arts & Culture,97
70,953,DNA Tests Start on Six Unidentified Bodies from Poipet Casino Blaze,Chan Thul Prak,Business,31
70,1134,Exhibit Offers New Perspectives,Carruthers Marissa,Arts & Culture,239
70,955,Kiripost and BBC Media Action Roll Out Journalism Training Program,staff writers Kiripost,Education,127
70,991,"MOU Signing Between UYFC and EZECOM on ""Digital Collaboration""",staff writers Kiripost,Tech,170
71,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
71,1532,"Travellers Demand Immersive Experiences, Says Phare Circus",Carruthers Marissa,Travel,27
71,2262,Battambang Unveiled,Carruthers Marissa,Travel,151
71,1137,Father of Girl Who Died of Bird Flu Tests Positive,Mengheng Seng,Health,28
71,1084,City Slums Aware of Cleanliness but Aggrieved by Poor Sanitation and Floods,Amarthalingam Sangeetha,Environment,77
71,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
71,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
71,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
71,994,From Phnom Penh to Silicon Valley,Tharum Bun,Tech,7068
71,1323,Fashion Show Throws Spotlight on River Pollution,Molika Meas,Arts & Culture,287
72,986,$106m Collected in Unpaid Vehicle Tax,Mengheng Seng,Economy,113
72,2288,Photo Phnom Penh Festival Returns in December,Sokeo Mon,Festival,188
72,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
72,2611,"Close Trade Finance Gap in Cambodia, Mekong Region",Amarthalingam Sangeetha,Finance & Banking,98
72,954,"Angkor Wat Ticket Sales Soar by 2,000%",Sreypich Mao,Business,125
72,952,ACLEDA Bank Reports Double Digit Growth In 2022,Chan Thul Prak,Business,325
72,1040,Digitizing CambodiaÂ’s Health Sector,staff writers Kiripost,Tech,401
72,2468,"MFIs to Restructure Tourism, Real Estate Loans",Amarthalingam Sangeetha,Finance & Banking,160
72,962,"Call to Pull Plug on Re-Release of ""Provocative"" Song",Sreypich Mao,Arts & Culture,36
72,2635,"NBC, IFC To Boost Green Finance, Support Climate Action",Amarthalingam Sangeetha,Finance & Banking,139
73,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
73,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
73,978,CSX Sets Ambitious Targets for 2023 as GDP Picks Up,staff writers Kiripost,Economy,85
73,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
73,957,ACLEDA Bank Opens 264th Branch Seven Days a Week,staff writers Kiripost,Business,69
73,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
73,1532,"Travellers Demand Immersive Experiences, Says Phare Circus",Carruthers Marissa,Travel,27
73,1197,Sihanoukville Selected to Transform into Smart City,Sreypich Mao,Environment,343
73,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
73,2669,NBC and UnionPay International Start Cross-Border QR Code Payments,Sreypich Mao,Finance & Banking,71
74,2540,AI Revolutionizing CambodiaÂ’s Banking and Finance Sector,Molika Meas,Finance & Banking,438
74,942,PM Calls for Conservation Areas to Protect Dolphins,Molika Meas,Environment,44
74,2393,Finding Charm in ThailandÂ’s Chiang Mai,Raksmey Chhorn,Travel,91
74,2523,Cambodian Banks Â‘Not Laughing All The WayÂ’ as Profits Drop,Amarthalingam Sangeetha,Finance & Banking,2484
74,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
74,1786,CambodiaÂ’s Indigenous People Celebrated,Sreypich Mao,Festival,71
74,946,From Finance to Pioneering CambodiaÂ’s Animation Sector,Raksmey Chhorn,Tech,214
74,1256,Ox Cart Races Return to Kampong Speu,staff writers Kiripost,Festival,73
74,1197,Sihanoukville Selected to Transform into Smart City,Sreypich Mao,Environment,343
74,2532,AI Revolutionizing the CambodiaÂ’s Banking and Finance Sector,staff writers Kiripost,Finance & Banking,4
75,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
75,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
75,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
75,1020,Free Vocational Training for 1.5m Students in 2024,Mengheng Seng,Education,81
75,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
75,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
75,954,"Angkor Wat Ticket Sales Soar by 2,000%",Sreypich Mao,Business,125
75,1068,Recruitment Drive for Teachers and Officials After Two-Year Freeze,Mengheng Seng,Education,49
75,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
75,1185,Public Campaign Unveiled to Stop Littering Nationwide,Molika Meas,Environment,139
76,1532,"Travellers Demand Immersive Experiences, Says Phare Circus",Carruthers Marissa,Travel,27
76,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
76,2633,Vietjet Touches Down in Siem Reap,staff writers Kiripost,Travel,58
76,1023,Warning Issued Over Lethal Contaminated Cough Syrup,Carruthers Marissa,Health,68
76,2540,AI Revolutionizing CambodiaÂ’s Banking and Finance Sector,Molika Meas,Finance & Banking,438
76,995,Talks to Set Legal Age to Buy Alcohol at 18,Carruthers Marissa,Health,234
76,950,International Jewelry Manufacturer to Open Cambodian Factory in 2024,Raksmey Chhorn,Business,189
76,1027,Cambodia Pins Hopes on Removal from Money Laundering Watchlist,Chan Thul Prak,Economy,96
76,1413,Hollywood Star Matt Dillon Named Patron of CIFF,Carruthers Marissa,Festival,108
76,1418,Exhibition Highlights Art of Drag Queens,Sreypich Mao,Arts & Culture,183
77,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
77,1653,"Matt DillonÂ’s Love of Cambodia, Â‘City of GhostsÂ’ and his Return",Carruthers Marissa,Festival,809
77,2562,MoU to Promote Climate Resilience,Sreypich Mao,Finance & Banking,41
77,940,2022 Under Review,Chan Thul Prak,Business,124
77,1053,National Domain Name Rolled Out,Mengheng Seng,Tech,110
77,1418,Exhibition Highlights Art of Drag Queens,Sreypich Mao,Arts & Culture,183
77,954,"Angkor Wat Ticket Sales Soar by 2,000%",Sreypich Mao,Business,125
77,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
77,1000,Dry Season Floods Plague Kandal and Phnom Penh,Raksmey Chhorn,Environment,133
77,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
78,943,Â‘The Last Breath of the Tonle SapÂ’ at Angkor Photo Festival,Carruthers Marissa,Environment,131
78,957,ACLEDA Bank Opens 264th Branch Seven Days a Week,staff writers Kiripost,Business,69
78,1078,Film Buffs Prepare for European Film Festival Cambodia,Carruthers Marissa,Festival,37
78,955,Kiripost and BBC Media Action Roll Out Journalism Training Program,staff writers Kiripost,Education,127
78,2758,The Rise of Mixed-Use Developments,Carruthers Marissa,Travel,6
78,1020,Free Vocational Training for 1.5m Students in 2024,Mengheng Seng,Education,81
78,1532,"Travellers Demand Immersive Experiences, Says Phare Circus",Carruthers Marissa,Travel,27
78,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
78,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
78,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
79,2468,"MFIs to Restructure Tourism, Real Estate Loans",Amarthalingam Sangeetha,Finance & Banking,160
79,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
79,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
79,2562,MoU to Promote Climate Resilience,Sreypich Mao,Finance & Banking,41
79,1074,Training to Stamp Out Illegal Trafficking of Cultural Heritage Launches,Chan Thul Prak,Arts & Culture,97
79,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
79,1418,Exhibition Highlights Art of Drag Queens,Sreypich Mao,Arts & Culture,183
79,1052,Calls to Extend Maternity Leave to Six Months,Molika Meas,Economy,124
79,958,Metfone Crowned Best Company to Work for in Asia,staff writers Kiripost,Tech,36
79,2393,Finding Charm in ThailandÂ’s Chiang Mai,Raksmey Chhorn,Travel,91
80,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
80,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
80,1107,Social Protection Scheme Bolsters NationÂ’s Healthcare,Molika Meas,Health,55
80,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
80,952,ACLEDA Bank Reports Double Digit Growth In 2022,Chan Thul Prak,Business,325
80,2393,Finding Charm in ThailandÂ’s Chiang Mai,Raksmey Chhorn,Travel,91
80,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
80,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
80,1054,Tributes Paid to Long-serving Journalist,Carruthers Marissa,Health,82
80,958,Metfone Crowned Best Company to Work for in Asia,staff writers Kiripost,Tech,36
81,951,Tributes Paid to Â“FearlessÂ” Journalist Nate Thayer,Carruthers Marissa,Health,196
81,940,2022 Under Review,Chan Thul Prak,Business,124
81,950,International Jewelry Manufacturer to Open Cambodian Factory in 2024,Raksmey Chhorn,Business,189
81,1080,"SERC, CSX Review MJQEÂ’s Mainboard IPO Application",Amarthalingam Sangeetha,Education,345
81,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
81,2262,Battambang Unveiled,Carruthers Marissa,Travel,151
81,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
81,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
81,1026,Construction Sector Faces Â“Credit CrunchÂ”,Chan Thul Prak,Economy,242
81,2572,Initiative Aims to Support Women Access Finance,Sinorn Thang,Finance & Banking,38
82,991,"MOU Signing Between UYFC and EZECOM on ""Digital Collaboration""",staff writers Kiripost,Tech,170
82,2468,"MFIs to Restructure Tourism, Real Estate Loans",Amarthalingam Sangeetha,Finance & Banking,160
82,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
82,2562,MoU to Promote Climate Resilience,Sreypich Mao,Finance & Banking,41
82,953,DNA Tests Start on Six Unidentified Bodies from Poipet Casino Blaze,Chan Thul Prak,Business,31
82,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
82,1068,Recruitment Drive for Teachers and Officials After Two-Year Freeze,Mengheng Seng,Education,49
82,942,PM Calls for Conservation Areas to Protect Dolphins,Molika Meas,Environment,44
82,2305,France Marks 70th Anniversary of Cambodia's Independence,Carruthers Marissa,Festival,54
82,978,CSX Sets Ambitious Targets for 2023 as GDP Picks Up,staff writers Kiripost,Economy,85
83,1208,Priceless Khmer Treasures Return Home,Raksmey Chhorn,Arts & Culture,32
83,1005,MoH Dishes Out CNY Health Warnings,Molika Meas,Health,32
83,2669,NBC and UnionPay International Start Cross-Border QR Code Payments,Sreypich Mao,Finance & Banking,71
83,994,From Phnom Penh to Silicon Valley,Tharum Bun,Tech,7068
83,1413,Hollywood Star Matt Dillon Named Patron of CIFF,Carruthers Marissa,Festival,108
83,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
83,2758,The Rise of Mixed-Use Developments,Carruthers Marissa,Travel,6
83,1786,CambodiaÂ’s Indigenous People Celebrated,Sreypich Mao,Festival,71
83,2611,"Close Trade Finance Gap in Cambodia, Mekong Region",Amarthalingam Sangeetha,Finance & Banking,98
83,1137,Father of Girl Who Died of Bird Flu Tests Positive,Mengheng Seng,Health,28
84,941,$114m Bridge to be Built Over Mekong River in Kratie,Raksmey Chhorn,Business,38
84,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
84,1030,$200m GovÂ’t Bond to Set Benchmark,Chan Thul Prak,Economy,30
84,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
84,1068,Recruitment Drive for Teachers and Officials After Two-Year Freeze,Mengheng Seng,Education,49
84,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
84,958,Metfone Crowned Best Company to Work for in Asia,staff writers Kiripost,Tech,36
84,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
84,1323,Fashion Show Throws Spotlight on River Pollution,Molika Meas,Arts & Culture,287
84,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
85,1078,Film Buffs Prepare for European Film Festival Cambodia,Carruthers Marissa,Festival,37
85,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
85,984,Born to Engineer,Tharum Bun,Education,84
85,2305,France Marks 70th Anniversary of Cambodia's Independence,Carruthers Marissa,Festival,54
85,2633,Vietjet Touches Down in Siem Reap,staff writers Kiripost,Travel,58
85,1425,ArtistÂ’s Ambition to Break Graffiti Stereotypes,Mengheng Seng,Arts & Culture,73
85,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
85,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
85,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
85,950,International Jewelry Manufacturer to Open Cambodian Factory in 2024,Raksmey Chhorn,Business,189
86,1023,Warning Issued Over Lethal Contaminated Cough Syrup,Carruthers Marissa,Health,68
86,1078,Film Buffs Prepare for European Film Festival Cambodia,Carruthers Marissa,Festival,37
86,999,Exhibit Urges Rainforest and Wildlife Conservation,Chan Thul Prak,Environment,106
86,1052,Calls to Extend Maternity Leave to Six Months,Molika Meas,Economy,124
86,1653,"Matt DillonÂ’s Love of Cambodia, Â‘City of GhostsÂ’ and his Return",Carruthers Marissa,Festival,809
86,2761,Vietjet Named amongst the WorldÂ’s Safest Airlines by AirlineRatings,staff writers Kiripost,Travel,1
86,1033,WHO to Help ID Toxic Levels in Confiscated Cough Syrups,Raksmey Chhorn,Health,23
86,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
86,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
86,2573,Wing Bank Wins 3 Prestigious Mastercard Awards,staff writers Kiripost,Finance & Banking,106
87,1231,"National Science, Technology and Innovation Day Launched",staff writers Kiripost,Festival,172
87,994,From Phnom Penh to Silicon Valley,Tharum Bun,Tech,7068
87,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
87,2635,"NBC, IFC To Boost Green Finance, Support Climate Action",Amarthalingam Sangeetha,Finance & Banking,139
87,1323,Fashion Show Throws Spotlight on River Pollution,Molika Meas,Arts & Culture,287
87,1068,Recruitment Drive for Teachers and Officials After Two-Year Freeze,Mengheng Seng,Education,49
87,1786,CambodiaÂ’s Indigenous People Celebrated,Sreypich Mao,Festival,71
87,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
87,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
87,2540,AI Revolutionizing CambodiaÂ’s Banking and Finance Sector,Molika Meas,Finance & Banking,438
88,2468,"MFIs to Restructure Tourism, Real Estate Loans",Amarthalingam Sangeetha,Finance & Banking,160
88,2611,"Close Trade Finance Gap in Cambodia, Mekong Region",Amarthalingam Sangeetha,Finance & Banking,98
88,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
88,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
88,947,Cashew Exports Fall by 34.65%,Mengheng Seng,Business,209
88,1323,Fashion Show Throws Spotlight on River Pollution,Molika Meas,Arts & Culture,287
88,946,From Finance to Pioneering CambodiaÂ’s Animation Sector,Raksmey Chhorn,Tech,214
88,1084,City Slums Aware of Cleanliness but Aggrieved by Poor Sanitation and Floods,Amarthalingam Sangeetha,Environment,77
88,940,2022 Under Review,Chan Thul Prak,Business,124
88,1138,Rearing CambodiaÂ’s Buffalo Milk Market,Mengheng Seng,Health,363
89,2305,France Marks 70th Anniversary of Cambodia's Independence,Carruthers Marissa,Festival,54
89,2540,AI Revolutionizing CambodiaÂ’s Banking and Finance Sector,Molika Meas,Finance & Banking,438
89,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
89,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
89,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
89,941,$114m Bridge to be Built Over Mekong River in Kratie,Raksmey Chhorn,Business,38
89,1052,Calls to Extend Maternity Leave to Six Months,Molika Meas,Economy,124
89,1197,Sihanoukville Selected to Transform into Smart City,Sreypich Mao,Environment,343
89,1033,WHO to Help ID Toxic Levels in Confiscated Cough Syrups,Raksmey Chhorn,Health,23
89,1040,Digitizing CambodiaÂ’s Health Sector,staff writers Kiripost,Tech,401
90,1080,"SERC, CSX Review MJQEÂ’s Mainboard IPO Application",Amarthalingam Sangeetha,Education,345
90,954,"Angkor Wat Ticket Sales Soar by 2,000%",Sreypich Mao,Business,125
90,984,Born to Engineer,Tharum Bun,Education,84
90,1054,Tributes Paid to Long-serving Journalist,Carruthers Marissa,Health,82
90,2532,AI Revolutionizing the CambodiaÂ’s Banking and Finance Sector,staff writers Kiripost,Finance & Banking,4
90,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
90,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
90,1033,WHO to Help ID Toxic Levels in Confiscated Cough Syrups,Raksmey Chhorn,Health,23
90,1023,Warning Issued Over Lethal Contaminated Cough Syrup,Carruthers Marissa,Health,68
90,942,PM Calls for Conservation Areas to Protect Dolphins,Molika Meas,Environment,44
91,978,CSX Sets Ambitious Targets for 2023 as GDP Picks Up,staff writers Kiripost,Economy,85
91,984,Born to Engineer,Tharum Bun,Education,84
91,1084,City Slums Aware of Cleanliness but Aggrieved by Poor Sanitation and Floods,Amarthalingam Sangeetha,Environment,77
91,1052,Calls to Extend Maternity Leave to Six Months,Molika Meas,Economy,124
91,2679,Staying Safe on the Roads During Holiday Season,PichBormey Chhim,Travel,49
91,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
91,2633,Vietjet Touches Down in Siem Reap,staff writers Kiripost,Travel,58
91,1425,ArtistÂ’s Ambition to Break Graffiti Stereotypes,Mengheng Seng,Arts & Culture,73
91,1026,Construction Sector Faces Â“Credit CrunchÂ”,Chan Thul Prak,Economy,242
91,1134,Exhibit Offers New Perspectives,Carruthers Marissa,Arts & Culture,239
92,1120,Precious Angkorian Relics Returned to the Kingdom,Mengheng Seng,Arts & Culture,60
92,958,Metfone Crowned Best Company to Work for in Asia,staff writers Kiripost,Tech,36
92,986,$106m Collected in Unpaid Vehicle Tax,Mengheng Seng,Economy,113
92,2669,NBC and UnionPay International Start Cross-Border QR Code Payments,Sreypich Mao,Finance & Banking,71
92,1231,"National Science, Technology and Innovation Day Launched",staff writers Kiripost,Festival,172
92,952,ACLEDA Bank Reports Double Digit Growth In 2022,Chan Thul Prak,Business,325
92,1447,International Youth Day is Celebrated in Phnom Penh,Hongseng Rov,Festival,117
92,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
92,2598,PM Calls on Vietjet to Increase Flights to Cambodia,Carruthers Marissa,Travel,41
92,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
93,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
93,1080,"SERC, CSX Review MJQEÂ’s Mainboard IPO Application",Amarthalingam Sangeetha,Education,345
93,984,Born to Engineer,Tharum Bun,Education,84
93,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
93,1786,CambodiaÂ’s Indigenous People Celebrated,Sreypich Mao,Festival,71
93,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
93,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
93,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
93,1073,Cambodian Academics Debate Chatbot Pros and Cons,Hongseng Rov,Education,529
93,1413,Hollywood Star Matt Dillon Named Patron of CIFF,Carruthers Marissa,Festival,108
94,994,From Phnom Penh to Silicon Valley,Tharum Bun,Tech,7068
94,953,DNA Tests Start on Six Unidentified Bodies from Poipet Casino Blaze,Chan Thul Prak,Business,31
94,1653,"Matt DillonÂ’s Love of Cambodia, Â‘City of GhostsÂ’ and his Return",Carruthers Marissa,Festival,809
94,2635,"NBC, IFC To Boost Green Finance, Support Climate Action",Amarthalingam Sangeetha,Finance & Banking,139
94,1005,MoH Dishes Out CNY Health Warnings,Molika Meas,Health,32
94,946,From Finance to Pioneering CambodiaÂ’s Animation Sector,Raksmey Chhorn,Tech,214
94,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
94,1181,The Potential Power of Solar in Cambodia,Sreypich Mao,Environment,1046
94,1249,Preserving Traditional Khmer Arts,Chansamnang Sim,Arts & Culture,264
94,1208,Priceless Khmer Treasures Return Home,Raksmey Chhorn,Arts & Culture,32
95,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
95,984,Born to Engineer,Tharum Bun,Education,84
95,1193,A $42.8m Project to Help Vulnerable Adapt to Climate Change Given Green Light,Malai Yatt,Environment,104
95,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
95,1000,Dry Season Floods Plague Kandal and Phnom Penh,Raksmey Chhorn,Environment,133
